1,1,1,12
2,1,3,5
3,1,7,6
4,1,1,12
5,1,2,5
6,1,7,4
7,1,1,1
8,1,2,1
9,1,3,1
10,1,1,12
11,1,3,5
12,1,7,6
13,1,1,12
14,1,2,5
15,1,7,4
16,1,1,1
17,1,2,1
18,1,3,1
19,1,1,12
20,1,3,5
21,1,7,6
22,1,1,12
23,1,2,5
24,1,7,4
25,1,1,1
26,1,2,1
27,1,3,1
28,1,1,12
29,1,3,5
30,1,7,6
31,1,1,12
32,1,2,5
33,1,7,4
34,1,1,1
35,1,2,1
36,1,3,1
37,1,1,12
38,1,3,5
39,1,7,6
40,1,1,12
41,1,2,5
42,1,7,4
43,1,1,1
44,1,2,1
45,1,3,1
46,1,1,12
47,1,3,5
48,1,7,6
49,1,1,12
50,1,2,5
51,1,7,4
52,1,1,1
53,1,2,1
54,1,3,1
55,1,1,12
56,1,3,5
57,1,7,6
58,1,1,12
59,1,2,5
60,1,7,4
61,1,1,1
62,1,2,1
63,1,3,1
64,1,1,12
65,1,3,5
66,1,7,6
67,1,1,12
68,1,2,5
69,1,7,4
70,1,1,1
71,1,2,1
72,1,3,1
73,1,1,12
74,1,3,5
75,1,7,6
76,1,1,12
77,1,2,5
78,1,7,4
79,1,1,1
80,1,2,1
81,1,3,1
82,1,1,12
83,1,3,5
84,1,7,6
85,1,1,12
86,1,2,5
87,1,7,4
88,1,1,1
89,1,2,1
90,1,3,1
91,1,1,12
92,1,3,5
93,1,7,6
94,1,1,12
95,1,2,5
96,1,7,4
97,1,1,1
98,1,2,1
99,1,3,1
100,1,1,12
101,1,3,5
102,1,7,6
103,1,1,12
104,1,2,5
105,1,7,4
106,1,1,1
107,1,2,1
108,1,3,1
109,1,1,12
110,1,3,5
111,1,7,6
112,1,1,12
113,1,2,5
114,1,7,4
115,1,1,1
116,1,2,1
117,1,3,1
118,1,1,12
119,1,3,5
120,1,7,6
121,1,1,12
122,1,2,5
123,1,7,4
124,1,1,1
125,1,2,1
126,1,3,1
127,1,1,12
128,1,3,5
129,1,7,6
130,1,1,12
131,1,2,5
132,1,7,4
133,1,1,1
134,1,2,1
135,1,3,1
136,1,1,12
137,1,3,5
138,1,7,6
139,1,1,12
140,1,2,5
141,1,7,4
142,1,1,1
143,1,2,1
144,1,3,1
145,1,1,12
146,1,3,5
147,1,7,6
148,1,1,12
149,1,2,5
150,1,7,4
151,1,1,1
152,1,2,1
153,1,3,1
154,1,1,12
155,1,3,5
156,1,7,6
157,1,1,12
158,1,2,5
159,1,7,4
160,1,1,1
161,1,2,1
162,1,3,1
163,1,1,12
164,1,3,5
165,1,7,6
166,1,1,12
167,1,2,5
168,1,7,4
169,1,1,1
170,1,2,1
171,1,3,1
172,1,1,12
173,1,3,5
174,1,7,6
175,1,1,12
176,1,2,5
177,1,7,4
178,1,1,1
179,1,2,1
180,1,3,1
181,1,1,12
182,1,3,5
183,1,7,6
184,1,1,12
185,1,2,5
186,1,7,4
187,1,1,1
188,1,2,1
189,1,3,1
190,1,1,12
191,1,3,5
192,1,7,6
193,1,1,12
194,1,2,5
195,1,7,4
196,1,1,1
197,1,2,1
198,1,3,1
199,1,1,12
200,1,3,5
201,1,7,6
202,1,1,12
203,1,2,5
204,1,7,4
205,1,1,1
206,1,2,1
207,1,3,1
208,1,1,12
209,1,3,5
210,1,7,6
211,1,1,12
212,1,2,5
213,1,7,4
214,1,1,1
215,1,2,1
216,1,3,1
217,1,1,12
218,1,3,5
219,1,7,6
220,1,1,12
221,1,2,5
222,1,7,4
223,1,1,1
224,1,2,1
225,1,3,1
226,1,1,12
227,1,3,5
228,1,7,6
229,1,1,12
230,1,2,5
231,1,7,4
232,1,1,1
233,1,2,1
234,1,3,1
235,1,1,12
236,1,3,5
237,1,7,6
238,1,1,12
239,1,2,5
240,1,7,4
241,1,1,1
242,1,2,1
243,1,3,1
244,1,1,12
245,1,3,5
246,1,7,6
247,1,1,12
248,1,2,5
249,1,7,4
250,1,1,1
251,1,2,1
252,1,3,1
253,1,1,12
254,1,3,5
255,1,7,6
256,1,1,12
257,1,2,5
258,1,7,4
259,1,1,1
260,1,2,1
261,1,3,1
262,1,1,12
263,1,3,5
264,1,7,6
265,1,1,12
266,1,2,5
267,1,7,4
268,1,1,1
269,1,2,1
270,1,3,1
271,1,1,12
272,1,3,5
273,1,7,6
274,1,1,12
275,1,2,5
